Inv_Id,Vendor_Code,GL_Code,Inv_Amt,Item_Description,Product_Category
18718,VENDOR-1019,GL-6050100,56.81,Store Management Base Rent Real Estate Lease/Rent Jan 2015 Ametech Inc,CLASS-1274
18719,VENDOR-1883,GL-2182000,36.22,Auto Leasing and Maintenance Other Corporate Services 2019Nov Corning Inc /Ny Corporate Services Auto Leasing,CLASS-1250
18720,VENDOR-1883,GL-2182000,28.26,Corning Inc /Ny Auto Leasing 2001-Jul  Auto Leasing and Maintenance Other Corporate Services Corporate Services,CLASS-1250
18721,VENDOR-2187,GL-2182000,79.36,Corporate Services Contingent Labor/Temp Labor Energetics Inc/De Human Resources Contingent Labor/Temp Labor Dec2015,CLASS-1376
18722,VENDOR-1954,GL-6050100,64.87,Real Estate Lease/Rent Base Rent Data Card Corp Oct-2007 Store Management,CLASS-1274
18723,VENDOR-1978,GL-2182000,43.23,"SMAP Talent, Artists & Models for Trade Show Events and Promotions Trade Show Expenses Jan-2006 Dawson John & Associates Inc  /Il/",CLASS-2141
18725,VENDOR-2381,GL-6050100,18.74,Real Estate Store Management Lease/Rent Base Rent Feb 2012 Florida Public Utilities Co,CLASS-1274
18727,VENDOR-1069,GL-6050310,29.97,Feb2013 Alabama Power Co Freight Forwarders Services Other Transportation Services Supply Chain Logistics,CLASS-1567
18728,VENDOR-1045,GL-6050100,47.24,Base Rent Store Management Alliance Gaming Corp 2015Nov Lease/Rent Real Estate,CLASS-1274
18730,VENDOR-1513,GL-6050310,65.04,Travel and Entertainment Miscellaneous Company Car (Field Only) Ground Transportation Miscellaneous Company Car (Field Only) May 2014 Brother Industries Ltd/Adr/,CLASS-1758
18732,VENDOR-2368,GL-6050100,69.66,Store Management Lease/Rent Fischer & Porter Co Real Estate Base Rent 2019Nov,CLASS-1274
18733,VENDOR-1513,GL-6050310,80.01,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Sep 2006 Brother Industries Ltd/Adr/,CLASS-1758
18734,VENDOR-2083,GL-6050310,55.15,May 2014 Dreyfus Money Market Instruments Inc Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Travel and Entertainment Ground Transportation,CLASS-1758
18735,VENDOR-1867,GL-6050100,85.88,Real Estate Lease/Rent Base Rent Cook Inlet Region Inc 2019-Nov  Store Management,CLASS-1274
18737,VENDOR-1191,GL-6101400,74.91,American Pad & Paper Co Final Site Clean Up 2017-Mar  General Requirements General Contractor Store Construction,CLASS-1522
18738,VENDOR-1771,GL-6101400,63.82,Store Construction General Requirements Colonial Trust Iii General Contractor Final Site Clean Up 2010Jun,CLASS-1522
18739,VENDOR-1094,GL-6101400,79.15,Store Construction General Requirements Allcity Insurance Co /Ny/ General Contractor Final Site Clean Up 2012Jan,CLASS-1522
18741,VENDOR-1771,GL-6101400,68.51,General Contractor General Requirements Final Site Clean Up Colonial Trust Iii 2005Mar Store Construction,CLASS-1522
18743,VENDOR-2034,GL-6100410,21.22,Digital Equipment Corp Feb 2003 SMAP Production Agency Fees & Commissions 3 Other Agency,CLASS-1828
18744,VENDOR-1332,GL-2182000,90.92,Contingent Labor/Temp Labor Human Resources Mar2011 Aztec Equities Corp Corporate Services Contingent Labor/Temp Labor,CLASS-1376
18745,VENDOR-2513,GL-6050310,46.42,Miscellaneous Company Car (Field Only) Travel and Entertainment Fortune National Corp Aug-2010 Miscellaneous Company Car (Field Only) Ground Transportation,CLASS-1758
18748,VENDOR-1883,GL-2182000,35.79,Corning Inc /Ny Auto Leasing 2018Oct Auto Leasing and Maintenance Other Corporate Services Corporate Services,CLASS-1250
18752,VENDOR-2032,GL-6100500,70.07,SMAP Outdoor/Out of Home National Advertising Media Buy - Traditional May 2019 Cgg Holding (U.S.) Inc.,CLASS-1850
18753,VENDOR-1883,GL-2182000,91.33,Corporate Services Auto Leasing and Maintenance Corning Inc /Ny Other Corporate Services Auto Leasing Dec-2006,CLASS-1250
18755,VENDOR-2416,GL-6050310,20.04,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Mar 2001 Metric Capital Corp                                     /Bd,CLASS-1758
18757,VENDOR-2514,GL-6050310,62.3,Miscellaneous Company Car (Field Only) Jul-2010 Travel and Entertainment Fortune Natural Resources Corp Ground Transportation Miscellaneous Company Car (Field Only),CLASS-1758
18758,VENDOR-1696,GL-6050100,20.99,Bell Atlantic Maryland Inc Base Rent Jul 2007 Lease/Rent Real Estate Store Management,CLASS-1274
18759,VENDOR-2287,GL-6050100,76.86,Real Estate Store Management Lease/Rent Base Rent Dec 2015 Feldt Manufacturing Co Inc,CLASS-1274
18760,VENDOR-1950,GL-2182000,52.95,Contingent Labor/Temp Labor Human Resources Dec 2013 Dart Group Corp Corporate Services Contingent Labor/Temp Labor,CLASS-1376
18761,VENDOR-1676,GL-6100410,81.5,Mar2003 Champion Parts Inc Prototype and Comp Production/Packaging Design Artworking/Typesetting SMAP Production,CLASS-1963
18762,VENDOR-1883,GL-2182000,77.71,Corporate Services Auto Fleet Repair and Maintenance Other Corporate Services Auto Leasing and Maintenance 2018May Corning Inc /Ny,CLASS-1249
18764,VENDOR-1883,GL-2182000,33.73,Corporate Services Auto Leasing Other Corporate Services Auto Leasing and Maintenance Sep2005 Corning Inc /Ny,CLASS-1250
18765,VENDOR-1534,GL-6100500,53.23,National Advertising Media Buy - Traditional Outdoor/Out of Home Btr Realty Inc 2003-Sep  SMAP,CLASS-1850
18766,VENDOR-1756,GL-6100410,54.29,SMAP Other Agency Production Agency Fees & Commissions 3 Nov2002 Coca Cola Co,CLASS-1828
18769,VENDOR-1551,GL-6050310,37.04,Miscellaneous Company Car (Field Only) Travel and Entertainment Butler Manufacturing Co Nov 2005 Miscellaneous Company Car (Field Only) Ground Transportation,CLASS-1758
18772,VENDOR-1382,GL-6100410,8.87,Barry R G Corp /De/ Digital Display 2001Feb Digital/Social Production SMAP,CLASS-1429
18773,VENDOR-1289,GL-6100500,18.31,National Advertising Media Buy - Traditional Magazines Associated Dry Goods Corp 1969 Qualified 2006Jan SMAP,CLASS-1721
18774,VENDOR-1978,GL-2182000,73.03,"Events and Promotions SMAP Trade Show Expenses Talent, Artists & Models for Trade Show Dec 2002 Dawson John & Associates Inc  /Il/",CLASS-2141
18776,VENDOR-1944,GL-2182000,24.14,Other Corporate Services Corporate Services Auto Leasing and Maintenance Auto Fleet Repair and Maintenance 2001Aug Daly John J,CLASS-1249
18777,VENDOR-2513,GL-6050310,70.06,Miscellaneous Company Car (Field Only) Travel and Entertainment Fortune National Corp 2002Jul Miscellaneous Company Car (Field Only) Ground Transportation,CLASS-1758
18781,VENDOR-1191,GL-6101400,63.57,American Pad & Paper Co Final Site Clean Up May-2018 General Requirements General Contractor Store Construction,CLASS-1522
18785,VENDOR-1906,GL-2182000,23.37,2008Jul Cray Research Inc Contingent Labor/Temp Labor Contingent Labor/Temp Labor Corporate Services Human Resources,CLASS-1376
18787,VENDOR-1095,GL-6101400,70.1,Final Site Clean Up Jun 2019 Store Construction Allegheny & Western Railway Co General Contractor General Requirements,CLASS-1522
18788,VENDOR-1792,GL-6050100,39.78,Commonwealth Edison Co Base Rent 2012Feb Lease/Rent Real Estate Store Management,CLASS-1274
18789,VENDOR-1392,GL-6100410,70.01,Baxter Frank Prototype and Comp Production/Packaging Design 2018-Sep  Artworking/Typesetting Production SMAP,CLASS-1963
18790,VENDOR-2054,GL-6050100,33.09,Donaldson Co Inc 2001May Store Management Real Estate Lease/Rent Base Rent,CLASS-1274
18791,VENDOR-1916,GL-6100500,25.2,Media Buy - Traditional National Advertising Oct 2016 Crowley Milner & Co SMAP Magazines,CLASS-1721
18792,VENDOR-1080,GL-6050310,88.1,Alco Standard Corp Miscellaneous Company Car (Field Only) Dec2000 Miscellaneous Company Car (Field Only) Ground Transportation Travel and Entertainment,CLASS-1758
18793,VENDOR-1221,GL-6050100,80.87,Base Rent 2015-Dec  Store Management Analogic Corp Real Estate Lease/Rent,CLASS-1274
18794,VENDOR-2033,GL-6100500,66.99,SMAP Magazines National Advertising Media Buy - Traditional Jul2005 Di Giorgio Corp,CLASS-1721
18795,VENDOR-1717,GL-6050310,11.23,Feb2014 Chyron Corp Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Travel and Entertainment Ground Transportation,CLASS-1758
18797,VENDOR-1066,GL-6050310,4.08,Travel and Entertainment Miscellaneous Company Car (Field Only) Akzo Nobel Nv Ground Transportation Miscellaneous Company Car (Field Only) 2012Mar,CLASS-1758
18798,VENDOR-2398,GL-6050100,75.2,Base Rent Jul2004 Store Management Foothill Group Inc Real Estate Lease/Rent,CLASS-1274
18799,VENDOR-1697,GL-6121905,3.9,Printed Collateral Miscellaneous Printed Materials Miscellaneous Printed Materials Bell Atlantic West Virginia Inc / Aug 2005 SMAP,CLASS-1770
18802,VENDOR-1608,GL-6101400,48.56,Jun-2016 Capital Southwest Corp Final Site Clean Up General Requirements Store Construction General Contractor,CLASS-1522
18804,VENDOR-1080,GL-6050310,9.57,Miscellaneous Company Car (Field Only) Ground Transportation Aug 2009 Alco Standard Corp Travel and Entertainment Miscellaneous Company Car (Field Only),CLASS-1758
18805,VENDOR-2513,GL-6050310,16,Travel and Entertainment Miscellaneous Company Car (Field Only) Ground Transportation Miscellaneous Company Car (Field Only) 2001Nov Fortune National Corp,CLASS-1758
18807,VENDOR-1883,GL-2182000,72.27,Other Corporate Services Corporate Services Auto Leasing and Maintenance Auto Leasing Jul 2015 Corning Inc /Ny,CLASS-1250
18809,VENDOR-1944,GL-6050310,64.63,Miscellaneous Company Car (Field Only) Travel and Entertainment Daly John J 2007Oct Miscellaneous Company Car (Field Only) Ground Transportation,CLASS-1758
18810,VENDOR-1945,GL-2182000,76.07,"SMAP Trade Show Expenses Dana Corp Events and Promotions Talent, Artists & Models for Trade Show Apr2015",CLASS-2141
18811,VENDOR-1623,GL-6050100,44.01,Real Estate Store Management Lease/Rent Base Rent 2015-Jan  Cascade Corp,CLASS-1274
18812,VENDOR-2182,GL-6100500,46.98,SMAP Media Buy - Traditional Empire District Electric Co National Advertising Magazines Nov-2015,CLASS-1721
18813,VENDOR-1369,GL-6050100,8.7,Lease/Rent Real Estate Feb2012 Fairchild Corp Store Management Base Rent,CLASS-1274
18814,VENDOR-2178,GL-6101400,84.49,Store Construction General Requirements Engex Inc General Contractor Final Site Clean Up Aug-2018,CLASS-1522
18815,VENDOR-1635,GL-6101400,30.53,Final Site Clean Up Store Construction Cdi Corp 2015-Mar  General Requirements General Contractor,CLASS-1522
18818,VENDOR-1513,GL-6050310,55.67,Miscellaneous Company Car (Field Only) Travel and Entertainment Brother Industries Ltd/Adr/ Jul 2000 Miscellaneous Company Car (Field Only) Ground Transportation,CLASS-1758
18820,VENDOR-1286,GL-2182000,19.49,Ashland Inc 2009-Sep  Corporate Services Human Resources Contingent Labor/Temp Labor Contingent Labor/Temp Labor,CLASS-1376
18821,VENDOR-1513,GL-6050310,34.28,Miscellaneous Company Car (Field Only) Dec2018 Travel and Entertainment Brother Industries Ltd/Adr/ Ground Transportation Miscellaneous Company Car (Field Only),CLASS-1758
18823,VENDOR-2482,GL-6050100,60.93,Base Rent Store Management Florida Power & Light Co 2004-Oct  Lease/Rent Real Estate,CLASS-1274
18824,VENDOR-2161,GL-6050100,94.68,Store Management Base Rent Real Estate Lease/Rent 2015-Apr  Electro Rent Corp,CLASS-1274
18825,VENDOR-2408,GL-6050310,43.05,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Fort Howard Corp Jul-2005 Travel and Entertainment,CLASS-1758
18826,VENDOR-1087,GL-6050310,7.14,Parcel/Postage/Courier Sep-2016 Supply Chain Alger Fred Management Inc Logistics Transportation Services,CLASS-1870
18827,VENDOR-2333,GL-6050100,90.66,Feb 2001 Bancwest Corp/Hi Base Rent Lease/Rent Store Management Real Estate,CLASS-1274
18828,VENDOR-2117,GL-6101400,32.63,General Contractor Store Construction General Requirements Final Site Clean Up 2009Nov Erly Industries Inc,CLASS-1522
18829,VENDOR-1717,GL-6050310,10.54,2001Oct Chyron Corp Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Travel and Entertainment Ground Transportation,CLASS-1758
18830,VENDOR-1013,GL-6050100,72.38,"Aug-2002 Abrams, Allan Edward Base Rent Lease/Rent Store Management Real Estate",CLASS-1274
18831,VENDOR-1608,GL-6101400,82.91,2013Nov Capital Southwest Corp Final Site Clean Up General Requirements Store Construction General Contractor,CLASS-1522
18832,VENDOR-2034,GL-6100410,87.31,Other Agency Mar 2014 SMAP Digital Equipment Corp Production Agency Fees & Commissions 3,CLASS-1828
18833,VENDOR-2299,GL-6020600,28.76,Non-Procurable Charity Organizations Fidelity Destiny Portfolios Charity Organizations Charity Organizations Oct-2010,CLASS-1322
18834,VENDOR-2109,GL-6050100,70.67,E Systems Inc Base Rent Jun-2004 Lease/Rent Real Estate Store Management,CLASS-1274
18835,VENDOR-1682,GL-6121905,13.75,Printed Collateral SMAP Direct Mail Post Card/Mailer 2007-Jun  Charter Communications Inc,CLASS-1919
18836,VENDOR-1067,GL-6050310,60.4,Miscellaneous Company Car (Field Only) Travel and Entertainment Amsouth Bancorporation Dec-2011 Miscellaneous Company Car (Field Only) Ground Transportation,CLASS-1758
18837,VENDOR-1883,GL-2182000,21.79,Corning Inc /Ny Auto Leasing 2001Jan Auto Leasing and Maintenance Other Corporate Services Corporate Services,CLASS-1250
18838,VENDOR-1359,GL-6050100,72.63,Lease/Rent Real Estate Jan2006 Bally Manufacturing Corp Employees Stock Store Management Base Rent,CLASS-1274
18839,VENDOR-2160,GL-6100410,40.8,Prototype and Comp Production/Packaging Design SMAP Electro Catheter Corp Apr 2009 Artworking/Typesetting Production,CLASS-1963
18844,VENDOR-2154,GL-6060100,11.88,Final Site Clean Up 2002Mar Facility Construction El Paso Co General Contractor General Requirements,CLASS-1522
18845,VENDOR-2078,GL-6050100,78.64,Dresser Industries Inc /De/ Base Rent Jul-2016 Lease/Rent Real Estate Store Management,CLASS-1274
18846,VENDOR-2289,GL-6050100,73.55,Ferguson Marshall M 2015Apr Store Management Real Estate Lease/Rent Base Rent,CLASS-1274
18848,VENDOR-1771,GL-6101400,47.44,General Requirements General Contractor Nov2013 Colonial Trust Iii Store Construction Final Site Clean Up,CLASS-1522
18850,VENDOR-2010,GL-6050100,75.89,Desoto Inc Base Rent Mar2017 Lease/Rent Real Estate Store Management,CLASS-1274
18851,VENDOR-2116,GL-6101400,5.06,General Contractor Store Construction General Requirements Final Site Clean Up Oct2004 Ealing Corp,CLASS-1522
18852,VENDOR-2513,GL-6050310,26.6,Fortune National Corp 2009Feb Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-1758
18854,VENDOR-1702,GL-6050100,98.95,2015-Apr  Chesapeake Utilities Corp Base Rent Lease/Rent Store Management Real Estate,CLASS-1274
18856,VENDOR-2248,GL-2182000,24.09,"Public Relations Agency SMAP Fagenson & Co., Inc. 2017Nov Agency Fees & Commissions Events and Promotions",CLASS-1964
18859,VENDOR-1065,GL-6050310,71.84,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) 2014Aug Akorn Inc,CLASS-1758
18860,VENDOR-1978,GL-2182000,52.26,"2018-Oct  Dawson John & Associates Inc  /Il/ Talent, Artists & Models for Trade Show Trade Show Expenses SMAP Events and Promotions",CLASS-2141
18861,VENDOR-2268,GL-6050100,96.65,Farrel Corp Base Rent Jul 2008 Lease/Rent Real Estate Store Management,CLASS-1274
18863,VENDOR-1513,GL-6050310,87.68,Oct-2009 Brother Industries Ltd/Adr/ Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Travel and Entertainment Ground Transportation,CLASS-1758
18865,VENDOR-2408,GL-6050310,93.57,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Apr2015 Fort Howard Corp,CLASS-1758
18867,VENDOR-1551,GL-6050310,5.03,Jan-2016 Butler Manufacturing Co Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Travel and Entertainment Ground Transportation,CLASS-1758
18868,VENDOR-1840,GL-6050310,97.29,Miscellaneous Company Car (Field Only) 2008-Oct  Travel and Entertainment Consolidated Edison Co Of New York Inc Ground Transportation Miscellaneous Company Car (Field Only),CLASS-1758
18870,VENDOR-2022,GL-6100500,5.73,Di An Controls Inc 2016-Dec  SMAP National Advertising Media Buy - Traditional Magazines,CLASS-1721
18871,VENDOR-2514,GL-6050310,78,Fortune Natural Resources Corp Miscellaneous Company Car (Field Only) 2016Feb Miscellaneous Company Car (Field Only) Ground Transportation Travel and Entertainment,CLASS-1758
18873,VENDOR-1663,GL-6050100,78.45,Base Rent Store Management Century Properties Preferred Partnership 72 May2017 Lease/Rent Real Estate,CLASS-1274
18876,VENDOR-1080,GL-6050310,53.79,Miscellaneous Company Car (Field Only) Travel and Entertainment Alco Standard Corp May-2016 Miscellaneous Company Car (Field Only) Ground Transportation,CLASS-1758
18877,VENDOR-1066,GL-6050310,35.51,Miscellaneous Company Car (Field Only) Ground Transportation 2005Mar Akzo Nobel Nv Travel and Entertainment Miscellaneous Company Car (Field Only),CLASS-1758
18880,VENDOR-1080,GL-6050310,58.47,Travel and Entertainment Miscellaneous Company Car (Field Only) Alco Standard Corp Ground Transportation Miscellaneous Company Car (Field Only) 2013-Aug ,CLASS-1758
18883,VENDOR-1045,GL-6050100,34.46,Store Management Lease/Rent Alliance Gaming Corp Real Estate Base Rent Dec2013,CLASS-1274
18884,VENDOR-1801,GL-2182000,65.86,Events and Promotions Agency Fees & Commissions Public Relations Agency Community Psychiatric Centers /Nv/ 2010-Dec  SMAP,CLASS-1964
18886,VENDOR-1551,GL-2182000,62.82,Butler Manufacturing Co 2008-Nov  Corporate Services Other Corporate Services Auto Leasing and Maintenance Auto Leasing,CLASS-1250
18888,VENDOR-1740,GL-6101400,46.76,Final Site Clean Up Sep2001 Store Construction Clevetrust Realty Investors General Contractor General Requirements,CLASS-1522
18890,VENDOR-1883,GL-2182000,97.41,Corning Inc /Ny Auto Leasing 2001Jul Auto Leasing and Maintenance Other Corporate Services Corporate Services,CLASS-1250
18891,VENDOR-1849,GL-2182000,68.44,"SMAP Trade Show Expenses Consumers Water Co Events and Promotions Talent, Artists & Models for Trade Show Apr2000",CLASS-2141
18892,VENDOR-1675,GL-6050100,17.6,Base Rent Store Management Champion International Corp 2000-Nov  Lease/Rent Real Estate,CLASS-1274
18893,VENDOR-1080,GL-2182000,6.54,Human Resources Corporate Services Contingent Labor/Temp Labor Contingent Labor/Temp Labor Dec-2015 Alco Standard Corp,CLASS-1376
18894,VENDOR-2181,GL-6050100,82.96,Base Rent 2003-Nov  Store Management Emons Transportation Group Inc Real Estate Lease/Rent,CLASS-1274
18895,VENDOR-1883,GL-2182000,51.46,Oct 2005 Corning Inc /Ny Auto Leasing Auto Leasing and Maintenance Corporate Services Other Corporate Services,CLASS-1250
18897,VENDOR-2408,GL-6050310,0.91,Miscellaneous Company Car (Field Only) Travel and Entertainment Fort Howard Corp Sep-2009 Miscellaneous Company Car (Field Only) Ground Transportation,CLASS-1758
18898,VENDOR-2333,GL-6050100,69.9,Real Estate Lease/Rent Base Rent Bancwest Corp/Hi 2012Oct Store Management,CLASS-1274
18901,VENDOR-1944,GL-2182000,17.34,Other Corporate Services Auto Leasing and Maintenance Auto Fleet Repair and Maintenance Daly John J 2009-Nov  Corporate Services,CLASS-1249
18904,VENDOR-1584,GL-6100410,68.11,Production SMAP Agency Fees & Commissions 3 Search Agency Nov2004 O&Y Properties Corp,CLASS-2038
18905,VENDOR-1191,GL-6101400,9.32,Store Construction General Requirements American Pad & Paper Co General Contractor Final Site Clean Up 2014-May ,CLASS-1522
18906,VENDOR-1554,GL-6100500,70.58,"Cv Brokerage, Inc 2016Jun SMAP National Advertising Media Buy - Traditional Catalogue",CLASS-1309
18907,VENDOR-1551,GL-2182000,29.81,Auto Leasing Dec-2011 Corporate Services Butler Manufacturing Co Other Corporate Services Auto Leasing and Maintenance,CLASS-1250
18909,VENDOR-1443,GL-6100500,84.62,Magazines 2019-Jun  SMAP Blackburn & Co Inc                                      /Bd National Advertising Media Buy - Traditional,CLASS-1721
18911,VENDOR-1955,GL-6050100,11.86,Base Rent Aug2005 Store Management Ddl Electronics Inc Real Estate Lease/Rent,CLASS-1274
18912,VENDOR-1290,GL-6100410,57.52,Production Digital/Social Digital Display Asi Technology Corp Jan 2018 SMAP,CLASS-1429
18913,VENDOR-1684,GL-6100500,96.89,Jul 2012 Cantel Industries Inc Catalogue Media Buy - Traditional SMAP National Advertising,CLASS-1309
18914,VENDOR-2160,GL-6100410,67.15,Nov-2001 Electro Catheter Corp Prototype and Comp Production/Packaging Design Artworking/Typesetting SMAP Production,CLASS-1963
18915,VENDOR-1513,GL-6050310,54.05,Travel and Entertainment Miscellaneous Company Car (Field Only) Ground Transportation Miscellaneous Company Car (Field Only) Feb2002 Brother Industries Ltd/Adr/,CLASS-1758
18916,VENDOR-1839,GL-2182000,43.1,"Talent, Artists & Models for Trade Show 2018-Jul  SMAP Consolidated Coal Co Events and Promotions Trade Show Expenses",CLASS-2141
18917,VENDOR-1873,GL-6050310,52.16,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Apr 2015 Cooper Laboratories Inc Stockholders Liquidating Trust,CLASS-1758
18918,VENDOR-2544,GL-6050100,27.48,Base Rent Aug-2000 Store Management Albert Fried & Co Llc Real Estate Lease/Rent,CLASS-1274
18920,VENDOR-1944,GL-2182000,13.41,Daly John J Feb 2008 Corporate Services Other Corporate Services Auto Leasing and Maintenance Auto Fleet Repair and Maintenance,CLASS-1249
18922,VENDOR-1111,GL-6101400,62.85,Final Site Clean Up Mar2001 Store Construction Internet Law Library Inc General Contractor General Requirements,CLASS-1522
18923,VENDOR-1501,GL-2182000,13.19,All-Comm Media Corp Jan2009 Corporate Services Human Resources Contingent Labor/Temp Labor Contingent Labor/Temp Labor,CLASS-1376
18925,VENDOR-1771,GL-6101400,76.54,Colonial Trust Iii Nov-2018 Store Construction General Contractor General Requirements Final Site Clean Up,CLASS-1522
18928,VENDOR-1513,GL-2182000,84.19,Building and Property Insurance Commercial Insurance 2000Mar Brother Industries Ltd/Adr/ Corporate Services Building and Property Insurance,CLASS-1294
18930,VENDOR-2443,GL-6020600,4.78,Non-Procurable Charity Organizations Friendly Ice Cream Corp Charity Organizations Charity Organizations 2016-Mar ,CLASS-1322
18933,VENDOR-1513,GL-6050310,62.41,Miscellaneous Company Car (Field Only) Travel and Entertainment Brother Industries Ltd/Adr/ Mar2010 Miscellaneous Company Car (Field Only) Ground Transportation,CLASS-1758
18934,VENDOR-1028,GL-6100410,0.8,Agency Fees & Commissions 3 Production Aug 2010 Acme Electric Corp Employee Stock Purchase Plan SMAP Search Agency,CLASS-2038
18937,VENDOR-1812,GL-2182000,34.9,Human Resources Contingent Labor/Temp Labor Contingent Labor/Temp Labor Computer Identics Corp /Ma/ Mar-2017 Corporate Services,CLASS-1376
18938,VENDOR-1259,GL-6050100,51.02,Argentina Republic Of 2014-Jul  Store Management Real Estate Lease/Rent Base Rent,CLASS-1274
18939,VENDOR-1125,GL-2182000,3.51,Contingent Labor/Temp Labor Human Resources Feb-2010 Alcan Aluminium Ltd /New Corporate Services Contingent Labor/Temp Labor,CLASS-1376
18941,VENDOR-2514,GL-6050310,43.76,Miscellaneous Company Car (Field Only) Ground Transportation Sep 2018 Fortune Natural Resources Corp Travel and Entertainment Miscellaneous Company Car (Field Only),CLASS-1758
18942,VENDOR-1459,GL-6100410,41.84,Other Agency 2005Oct SMAP Boeing Co Production Agency Fees & Commissions 3,CLASS-1828
18943,VENDOR-1191,GL-6101400,76.07,American Pad & Paper Co Final Site Clean Up Apr 2015 General Requirements General Contractor Store Construction,CLASS-1522
18944,VENDOR-1291,GL-6050310,53.36,Supply Chain Parcel/Postage/Courier Logistics Transportation Services 2014-May  Associates Corporation Of North America,CLASS-1870
18947,VENDOR-2035,GL-6050310,15.43,Logistics Transportation Services Freight Forwarders Services Other Digital Products Corp 2019-Oct  Supply Chain,CLASS-1567
18949,VENDOR-1944,GL-2182000,7.94,Auto Fleet Repair and Maintenance Corporate Services Daly John J Nov2016 Auto Leasing and Maintenance Other Corporate Services,CLASS-1249
18950,VENDOR-1802,GL-6050310,45.43,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) 2018-Sep  Texas New Mexico Power Co,CLASS-1758
18952,VENDOR-1848,GL-6100500,55.19,Magazines 2012-Aug  SMAP Consolidated Tomoka Land Co National Advertising Media Buy - Traditional,CLASS-1721
18955,VENDOR-1771,GL-6101400,32.19,Store Construction Final Site Clean Up General Contractor General Requirements 2008-Nov  Colonial Trust Iii,CLASS-1522
18956,VENDOR-2267,GL-6050100,61.77,Store Management Lease/Rent Farr Co Real Estate Base Rent Aug-2000,CLASS-1274
18957,VENDOR-1955,GL-6050100,11.81,Store Management Lease/Rent Ddl Electronics Inc Real Estate Base Rent Mar-2015,CLASS-1274
18958,VENDOR-2438,GL-6050310,58.74,"Travel and Entertainment Miscellaneous Company Car (Field Only) Hornblower & Weeks, Inc. Ground Transportation Miscellaneous Company Car (Field Only) Mar 2012",CLASS-1758
18959,VENDOR-1551,GL-6050310,81.5,Miscellaneous Company Car (Field Only) 2014Oct Travel and Entertainment Butler Manufacturing Co Ground Transportation Miscellaneous Company Car (Field Only),CLASS-1758
18960,VENDOR-1066,GL-6050310,18.91,Miscellaneous Company Car (Field Only) Travel and Entertainment Akzo Nobel Nv 2003-May  Miscellaneous Company Car (Field Only) Ground Transportation,CLASS-1758
18961,VENDOR-2416,GL-6050310,37.85,Metric Capital Corp                                     /Bd 2004Oct Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-1758
18964,VENDOR-1551,GL-2182000,98.97,Butler Manufacturing Co Auto Leasing Dec2014 Auto Leasing and Maintenance Other Corporate Services Corporate Services,CLASS-1250
18965,VENDOR-2408,GL-6050310,36.46,Fort Howard Corp Miscellaneous Company Car (Field Only) Jun-2004 Miscellaneous Company Car (Field Only) Ground Transportation Travel and Entertainment,CLASS-1758
18966,VENDOR-1883,GL-2182000,77.66,Other Corporate Services Auto Leasing and Maintenance Auto Leasing Corning Inc /Ny 2011Jun Corporate Services,CLASS-1250
18967,VENDOR-1114,GL-6050310,37.61,Travel and Entertainment Miscellaneous Company Car (Field Only) Ground Transportation Miscellaneous Company Car (Field Only) Aug2002 Allis Chalmers Corp,CLASS-1758
18969,VENDOR-1065,GL-6050310,72.97,Travel and Entertainment Miscellaneous Company Car (Field Only) Ground Transportation Miscellaneous Company Car (Field Only) 2006Apr Akorn Inc,CLASS-1758
18970,VENDOR-1513,GL-6050310,97.83,Miscellaneous Company Car (Field Only) Travel and Entertainment Brother Industries Ltd/Adr/ 2009-Dec  Miscellaneous Company Car (Field Only) Ground Transportation,CLASS-1758
18971,VENDOR-2249,GL-6050100,65.6,Base Rent 2014-Jul  Store Management Fair Grounds Corp Real Estate Lease/Rent,CLASS-1274
18974,VENDOR-1883,GL-2182000,37.91,Corporate Services Auto Leasing Other Corporate Services Auto Leasing and Maintenance 2002-Sep  Corning Inc /Ny,CLASS-1250
18975,VENDOR-2416,GL-6050310,91.72,Metric Capital Corp                                     /Bd 2018-Aug  Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-1758
